(before (calibrated i3)),(before (calibrated i4)),(before (calibration-target i1 d3)),(before (calibration-target i1 d4)),(before (calibration-target i2 d3)),(before (calibration-target i2 d7)),(before (calibration-target i3 d4)),(before (calibration-target i3 d7)),(before (calibration-target i4 d5)),(before (calibration-target i4 d6)),(before (have-image d4 m1)),(before (on-board i1 s1)),(before (on-board i1 s2)),(before (on-board i2 s1)),(before (on-board i2 s2)),(before (on-board i4 s1)),(before (on-board i4 s2)),(before (pointing s1 d1)),(before (pointing s1 d2)),(before (pointing s1 d3)),(before (pointing s1 d4)),(before (pointing s1 d5)),(before (pointing s1 d6)),(before (pointing s1 d7)),(before (pointing s1 d8)),(before (pointing s2 d1)),(before (pointing s2 d2)),(before (pointing s2 d3)),(before (pointing s2 d4)),(before (pointing s2 d5)),(before (pointing s2 d6)),(before (pointing s2 d7)),(before (pointing s2 d8)),(before (power-avail s1)),(before (power-avail s2)),(before (power-on i1)),(before (power-on i2)),(before (power-on i3)),(before (power-on i4)),(before (power-on s1)),(before (supports i1 m3)),(before (supports i1 m4)),(before (supports i2 m2)),(before (supports i2 m3)),(before (supports i2 m4)),(before (supports i3 m2)),(before (supports i3 m3)),(before (supports i4 m2)),(after (calibrated i1)),(after (calibrated i2)),(after (calibrated i3)),(after (calibrated i4)),(after (calibration-target i1 d1)),(after (calibration-target i1 d2)),(after (calibration-target i1 d3)),(after (calibration-target i1 d4)),(after (calibration-target i1 d5)),(after (calibration-target i1 d6)),(after (calibration-target i1 d7)),(after (calibration-target i1 d8)),(after (calibration-target i2 d1)),(after (calibration-target i2 d2)),(after (calibration-target i2 d3)),(after (calibration-target i2 d4)),(after (calibration-target i2 d5)),(after (calibration-target i2 d6)),(after (calibration-target i2 d7)),(after (calibration-target i2 d8)),(after (calibration-target i3 d1)),(after (calibration-target i3 d2)),(after (calibration-target i3 d3)),(after (calibration-target i3 d4)),(after (calibration-target i3 d5)),(after (calibration-target i3 d6)),(after (calibration-target i3 d7)),(after (calibration-target i3 d8)),(after (calibration-target i4 d1)),(after (calibration-target i4 d2)),(after (calibration-target i4 d3)),(after (calibration-target i4 d4)),(after (calibration-target i4 d5)),(after (calibration-target i4 d6)),(after (calibration-target i4 d7)),(after (calibration-target i4 d8)),(after (have-image d1 m1)),(after (have-image d1 m2)),(after (have-image d1 m3)),(after (have-image d1 m4)),(after (have-image d2 m1)),(after (have-image d2 m2)),(after (have-image d2 m3)),(after (have-image d2 m4)),(after (have-image d3 m1)),(after (have-image d3 m2)),(after (have-image d3 m3)),(after (have-image d3 m4)),(after (have-image d4 m1)),(after (have-image d4 m2)),(after (have-image d4 m3)),(after (have-image d4 m4)),(after (have-image d5 m1)),(after (have-image d5 m2)),(after (have-image d5 m3)),(after (have-image d5 m4)),(after (have-image d6 m1)),(after (have-image d6 m2)),(after (have-image d6 m3)),(after (have-image d6 m4)),(after (have-image d7 m1)),(after (have-image d7 m2)),(after (have-image d7 m3)),(after (have-image d7 m4)),(after (have-image d8 m1)),(after (have-image d8 m2)),(after (have-image d8 m3)),(after (have-image d8 m4)),(after (on-board i1 s1)),(after (on-board i1 s2)),(after (on-board i2 s1)),(after (on-board i2 s2)),(after (on-board i3 s1)),(after (on-board i3 s2)),(after (on-board i4 s1)),(after (on-board i4 s2)),(after (pointing s1 d1)),(after (pointing s1 d2)),(after (pointing s1 d3)),(after (pointing s1 d4)),(after (pointing s1 d5)),(after (pointing s1 d6)),(after (pointing s1 d7)),(after (pointing s1 d8)),(after (pointing s2 d1)),(after (pointing s2 d2)),(after (pointing s2 d3)),(after (pointing s2 d4)),(after (pointing s2 d5)),(after (pointing s2 d6)),(after (pointing s2 d7)),(after (pointing s2 d8)),(after (power-avail s1)),(after (power-avail s2)),(after (power-on i1)),(after (power-on i2)),(after (power-on i3)),(after (power-on i4)),(after (power-on s1)),(after (power-on s2)),(after (supports i1 m1)),(after (supports i1 m2)),(after (supports i1 m3)),(after (supports i1 m4)),(after (supports i2 m1)),(after (supports i2 m2)),(after (supports i2 m3)),(after (supports i2 m4)),(after (supports i3 m1)),(after (supports i3 m2)),(after (supports i3 m3)),(after (supports i3 m4)),(after (supports i4 m1)),(after (supports i4 m2)),(after (supports i4 m3)),(after (supports i4 m4)),Decision
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s2 d5 d3)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s1 d7 d6)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s1 d6 d3)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s1 d3 d6)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s1 d6 d7)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s2 d3 d2)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s2 d2 d5)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s1 d7 d6)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s1 d6 d2)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s2 d5 d3)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s1 d2 d6)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s1 d3 d4)
False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,(turn-to s2 d3 d7)
